Customer_ID,Actual_Churn,Predicted_Churn,Churn_Probability
864c0978bfd8706905c4bea701c0c47e,1,1,1.0
9901c0ec9b9e9e19a6f9a2ff4d7a8aeb,1,1,1.0
adff09dd919936024014e3f0eda0116f,1,1,1.0
f0f15139b756e0512ae001a7e1257e67,1,1,1.0
473d5aec02034e5dd02eff05da5821cb,1,1,1.0
6b985a019ecb5539a7942b0ec1f00925,1,1,1.0
27df8d030f839345fb2adab3bf1916a7,1,1,1.0
f5854ed4705beb8bb7191d5efe4eedd8,1,1,1.0
a4dbd0499d8cbf04d4eb1c4f3eaf0a40,1,1,1.0
dbdcb417fc2d324845d254695dd25b3d,1,1,1.0
e73c7ab44605de043470eacd6473c6e6,1,1,1.0
17128e6ca2cbd08c8f16880ad881b1ad,1,1,1.0
feec14eacae4e326ec1f4cc74f17a925,1,1,1.0
0b0196638ca66888af0069cfea42ef2a,1,1,1.0
4ba59a490f08c59db359b850ffe6df4d,1,1,1.0
336c3b8de4aaa7f3e7a20c79a6aaf1ed,1,1,1.0
6c6400eb18effb6c75e54d38fc8f7de2,1,1,1.0
36f21cc17a6b4c6e203b3eda888a9789,1,1,1.0
e4b184f9023c0b802fedb7266dcfa21e,1,1,1.0
f9fc8c8f8721e14b5af6b69b21a8b171,1,1,1.0
da7bf91f37e3897b2bf9096ee5c03051,1,1,1.0
c42f9305d0066881f9380d3c7a1a665c,1,1,1.0
2a2ca2d22cd49dc9228ccedf54f9e75c,1,1,1.0
77e71a55936099245f468033245f1e1c,1,1,1.0
5dfdefad408f15b844ac1c623f025f2e,1,1,1.0
95cdcfa3486404d51e6f21f128105b5e,1,1,1.0
419a41537346b02f27486eda330487ac,1,1,1.0
be732435968e4d66a3669b0fc98471de,1,1,1.0
11f3abc52f03e8b375169bb20db44c51,1,1,1.0
0eb4efb7c73cba02b283e44c457d2f02,1,1,1.0
315a4ca4185b06130017a1068f9ed544,1,1,1.0
bb353771aafc6d54dc426bf148463ae6,1,1,1.0
9ff30b3c87718b9d165b4e6ac5197b88,1,1,1.0
872f508faccdda66098da8c9ff37e613,1,1,1.0
98de006028be532c63dbaac84ad8bf40,1,1,1.0
7530fd46f549a15191fabbebf597e20b,1,1,1.0
edf9b00e045a09a3a6d322ef95914ead,1,1,1.0
431bb3ddaf57c5a64f90580df1351609,1,1,1.0
5839cded2f4370c41f720e85ac3be24f,1,1,1.0
c8a2cc5ef240da441eaea5ffd506ca40,1,1,1.0
4c9814d1069ebfb8d34cbb807ade2892,1,1,1.0
a0e28f2b4b636fbe5cb0b29afecec6c0,1,1,1.0
48de6cc1e41282db33e52198b097a789,1,1,1.0
13f7bc4b4ceb55e93cbe3a6b37e6b806,1,1,1.0
808bea2f64001d41bfa67bac4a21e552,1,1,1.0
77b2029b91a45f46b9a5b00ee9509c55,1,1,1.0
35a20428ff2b61563bcd48676c037afe,1,1,1.0
acdf693a0520c1f28b8d36b1862d4c0d,1,1,1.0
4fb528b672bc41ab7d41f7f89514b6ba,1,1,1.0
cebc9aeb3a43829debc1fc1b9d818278,1,1,1.0
8b5239c28e9950fa2cdcc47d9201ecd8,1,1,1.0
ed8f613710f62e966b3f8ec74aa30d4c,1,1,1.0
8dafabb5fd42fb83235d4fce72e1a58e,1,1,1.0
faf60d1008a80d7e557d762a3988860c,1,1,1.0
e3b369bb9f2b22f7090d4457057d936c,1,1,1.0
5839cded2f4370c41f720e85ac3be24f,1,1,1.0
59ba9b3005470e657d1be760e66222ca,1,1,1.0
424a6bf3306928c6306c6e52e5e3823f,1,1,1.0
44fec0c13f5fecf593f3bdf7456fcce8,1,1,1.0
a8a132a6e0ce9d7e21f0f7870ab98dfb,1,1,1.0
9493d395a45acf1db343dd637b123f13,1,1,1.0
b1f26578b20fad578ac496c3bab06131,1,1,1.0
dbdcb417fc2d324845d254695dd25b3d,1,1,1.0
6cc0c368d72887e3e9fbd5e9d169c6fc,1,1,1.0
8afe37d11362b8bf58425aec5c094555,1,1,1.0
f8a228fe22a971a987fa8ee47615fc70,1,1,1.0
f65bda3834f435369a7aa2c4a1701f4a,1,1,1.0
0518c7bbc58d30eac47fb98c83a5c0f4,1,1,1.0
ae3a107d9a58ecf0b3f5fdc01f568e4f,1,1,1.0
1569c0dbbf8ce648ddda3516f45d47af,1,1,1.0
0373d78c0d5266b6c36033c39b3550a0,1,1,1.0
4d456153f156b6225f7da69e8d103c58,1,1,1.0
8b9d293b44b9ae8adc876fbb4bb2864a,1,1,1.0
f6069905f61b9357bf9f389dbd6e767b,1,1,1.0
b40af3c647efc418e6af802aa1d2cf24,1,1,1.0
cccf33218b258717ae807081c40263c6,1,1,1.0
101cf90f601997ff1a39391c9f73ea1d,1,1,1.0
c6694f2ab13a5212f4e1d0071fe48c3b,1,1,1.0
65cb91b93ad5b39b874e5defd8f96952,1,1,1.0
2a05dc0d3757a35b71b60cb7ccb3ee7a,1,1,1.0
f27dd9eb8f21be8061e9c904fc6bb216,1,1,1.0
37a0d112aa8d4f40b938a5b681605a97,1,1,1.0
5844cbd329236f04d75b25d68a7ab279,1,1,1.0
53b0dd2e6fbeaa2cb22b5dd0d8331e38,1,1,1.0
37829ba37b360c27aadddd34e03787d4,1,1,1.0
0ae264698cff77e0b05ee0318046c96e,1,1,1.0
29257069fac8a4d71e72c425df6a67bd,1,1,1.0
38f62c2f7820916f28c546c49bf14273,1,1,1.0
7d58bcd893bb0973a8453579543c5b2e,1,1,1.0
69b784937de36870249214ef0d31ea58,1,1,1.0
9e390c1c0f7258b592fa7e99feaa0cbb,1,1,1.0
214e8493c75220d6da248469fea1ce1c,1,1,1.0
2f69534f95e449915588a68ad7c28cb0,1,1,1.0
8d16f7946cf991f33bb11ba87f5d4d03,1,1,1.0
38f74b5e64062383974302536ee10e74,1,1,1.0
80d5382bbd1bd1755a3c00e65bfb2199,1,1,1.0
23debd66ac94c696bdbecc40930a518e,1,1,1.0
1d8507cb286d41a11d790c00ffd76369,1,1,1.0
01170c016f8dd1fe2f43fb5bf6c43564,1,1,1.0
3b2e9ef3709f3fedde3e501c2f76c9b8,1,1,1.0
e210d93c6956cecf27bbda79f1e6f7a2,1,1,1.0
622161f46b9540cacaa0e6a98b99c1f5,1,1,1.0
59ebc77f493f20087a568ab79709244c,1,1,1.0
87a38dbdd73ca252c60174e011f645db,1,1,1.0
ed8f613710f62e966b3f8ec74aa30d4c,1,1,1.0
7233038429b29c9dba448530a943e8a9,1,1,1.0
f5c85d1ef025d9e8ea0f2acad8cf99e3,1,1,1.0
8075d27cbca2310bd389408df464ccc4,1,1,1.0
24b089506304487b1c5bf2c4f3364eed,1,1,1.0
a53fec91b28d8d3cafcec7a054aca44b,1,1,1.0
878e36c0f548b72b1ac838645902d88b,1,1,1.0
9452bbb64f6a62399415b925057d73c8,1,1,1.0
689de00df5dab2c470399deefac98cd9,1,1,1.0
8aab9ae127bd3ff31300829efb2fc6e1,1,1,1.0
aa13f5e551ed9dd0ebb927b161e40df0,1,1,1.0
1ccb5cff9ddcdbf9970b42c706b17b1e,1,1,1.0
80d5382bbd1bd1755a3c00e65bfb2199,1,1,1.0
4b13484950e610456be8410054033762,1,1,1.0
115ade0364d1290d2023c97642ad1734,1,1,1.0
32a1d3b148f675e9e9f657560c2c9e80,1,1,1.0
17d489832aec5715445c12c166cbb76c,1,1,1.0
8ceb17f783b91959aa02fcda0c000495,1,1,1.0
15fd95799a712ed3a80bda39e2379559,1,1,1.0
ee60fad40a7f445fc7569c5639a897cc,1,1,1.0
f5854ed4705beb8bb7191d5efe4eedd8,1,1,1.0
54f8ca2ab1f8fadc6c380285df40a329,1,1,1.0
336c3b8de4aaa7f3e7a20c79a6aaf1ed,1,1,1.0
8f90f9963e8abb153f57bcfa4e7fdf38,1,1,1.0
703d4c3c2da25db1db43cd8a42d7b911,1,1,1.0
9587c61d5ea4bf49315802b92e2a7d3e,1,1,1.0
0eb67391f535d8837285a8577ab1a9cb,1,1,1.0
1cac58bc04a00fec12634864fc4ee065,1,1,1.0
41ddc04fb6531d6d05c682f24eb369cd,1,1,1.0
db49de72b87cf40874195215b83f0d44,1,1,1.0
b5327c91c04f246acc772b55deff9f97,1,1,1.0
febd770d6cb367bc93f0183b0e9d397d,1,1,1.0
215fcb61cd9905b5e605b292666975d9,1,1,1.0
001cb880d847a0b63b404a48e50aec17,1,1,1.0
cf1404fde7ea55a1cc2380b2e8b34144,1,1,1.0
37a736a704d2de572db217142aa4b92b,1,1,1.0
a7a9dac0ffc2ad56c66a1b08d53d0e51,1,1,1.0
48cfc269f12b3ab04b09a2ffff2f6d22,1,1,1.0
b7675369b1673a796d06f242c2ea9651,1,1,1.0
65361c31aafe1fc52676e9c6813d7d71,1,1,1.0
abcfc174050f9dabbccfb52de2db7417,1,1,1.0
9d45acea5954ab7153612d8411a5a69a,1,1,1.0
c2e5ed449fd1689649c6e8bfd1a6b5a2,1,1,1.0
3da003396c90dbcd3da3394f21196e41,1,1,1.0
e4b184f9023c0b802fedb7266dcfa21e,1,1,1.0
79c96e236ea9e4cc8a560f3779049d08,1,1,1.0
8aa2135ce2d2377ee18a48dec0d2966f,1,1,1.0
acc790aa776c1bc6261925663d9e1b7d,1,1,1.0
a0e28f2b4b636fbe5cb0b29afecec6c0,1,1,1.0
444632ca7acf201a46a708e7f1168da6,1,1,1.0
f939fa0ed42409c82a6bba97874a4db5,1,1,1.0
f732f7aa5363755f894f65ba3b6e03b8,1,1,1.0
782d072e7b10d8447b4f8b2dd23cab7c,1,1,1.0
d5ff3202e8e3bf0a4a0e088313341fef,1,1,1.0
079e3911c9d3fb76a900c3c382130a2e,1,1,1.0
01170c016f8dd1fe2f43fb5bf6c43564,1,1,1.0
77b2029b91a45f46b9a5b00ee9509c55,1,1,1.0
cb5414cb8d232d8aa053cbc401b246ec,1,1,1.0
562f558f3437590644343977fe9e523c,1,1,1.0
9e103b8fd0ce44d659a4c20914b027c0,1,1,1.0
93f0049f7fbc3d534ba2005b17450337,1,1,1.0
e9a9e60eb6bae5e8c7c4c1b74ac0e8f4,1,1,1.0
b64fd0093c304ffdd23fcdaff544ae59,1,1,1.0
0957741efe88eab5ecee6f844067375a,1,1,1.0
b871b1f6d182ac4eadb982aaf4fb4f29,1,1,1.0
419a41537346b02f27486eda330487ac,1,1,1.0
87c5963df16ba7cb0c3bc167b46e1f93,1,1,1.0
2b0f17a2151d914ce7180cc56ef62ff5,1,1,1.0
1f33d1968721a0172ee973b39747e412,1,1,1.0
b6dc6ad679fd7356b6f9204d6703de70,1,1,1.0
1aa498825382410b098937d65c4ec26d,1,1,1.0
fb7dcb0f4e0dc4ee54874eab2607c4da,1,1,1.0
6b985a019ecb5539a7942b0ec1f00925,1,1,1.0
e12839ee323b1c82c15a1c729181d746,1,1,1.0
59ebc77f493f20087a568ab79709244c,1,1,1.0
b9eafd9d71cbfd4e0b0c48fcdce7738f,1,1,1.0
2f02f0ed2c958a98dacb9dec4029fddf,1,1,1.0
691876109e29aa4915b4d704c7d87316,1,1,1.0
6f6b8fc4afbbd6c2f9394661be5d09ac,1,1,1.0
2ffae69953bea67f0e8cecbb5b83450c,1,1,1.0
7714fbf451e730647083f9c24e35c8e5,1,1,1.0
233d8138e4d555b73486c9b6074138b6,1,1,1.0
994244c5fdf486eed3b17656521f98c2,1,1,1.0
bb5860683349349de9ae65374e86fcef,1,1,1.0
aa451d8c32c9895ae258f91525e8563c,1,1,1.0
c069377b03270c9a64468673fd1e7001,1,1,1.0
caabf39effcd34a6021fa924849ef4fa,1,1,1.0
feec14eacae4e326ec1f4cc74f17a925,1,1,1.0
65cb91b93ad5b39b874e5defd8f96952,1,1,1.0
33cbb45bf256e3af97b599ba6a9db6ae,1,1,1.0
075ded2164a5dbaa0a5791ad9f7018f8,1,1,1.0
44fec0c13f5fecf593f3bdf7456fcce8,1,1,1.0
7dc9e391e231a01b045480a95a8560a2,1,1,1.0
f8c8d51ddda2fc95e32ee283a0d3c0d5,1,1,1.0
f3622c458e9083620423f00b4778a98b,1,1,1.0
22d203ad30ae27eb51defb632d7faf2d,1,1,1.0
e2a241ae6027d30e65d7ecf64a62c65c,1,1,1.0
7d377ffb978594740b4227075e649abb,1,1,1.0
108517c62389410cf9398e0d450cd7d9,1,1,1.0
0eba8e97263f508fd796a9a3bda1ad17,1,1,1.0
57b01d5a21a139ce4378b39d4fab33c7,1,1,1.0
337c8019d66fa6bde9350e885b5b4c2d,1,1,1.0
80dca8b024e31c7a6d6a850d57e5788b,1,1,1.0
0a29c8f0b27a65adb39086c18dbbe9b5,1,1,1.0
c7eed56e3e87e0ce71d9a217448b6ae8,1,1,1.0
b08ba7f16bc5916059a55bded9208097,1,1,1.0
baa1074b6946d1b048f62b4ebd15f372,1,1,1.0
5b2523cb913d5019eb2cb426602285df,1,1,1.0
1f7d45b2bcd16883507535288d3de02b,1,1,1.0
06c30e6e38741a57204ba19d410228f9,1,1,1.0
dc24564379b3d1f12557fbd51d529d89,1,1,1.0
dc719d85a9cb8b703e5d144bb031c9d7,1,1,1.0
7b6d67693a683bdf45c7c247015905c8,1,1,1.0
286234cad3d6506e3020da6b2638337f,1,1,1.0
c2e5ed449fd1689649c6e8bfd1a6b5a2,1,1,1.0
14c774e19de9db650ae10a1062445957,1,1,1.0
3b9a13b1ea7b1f66d66977ce98a69303,1,1,1.0
ab096433532c5f968feb52c649a20498,1,1,1.0
433af651378a909e602808991b8a645e,1,1,1.0
0f451ea2bb12280cc5ca3cfb562aac52,1,1,1.0
9ed8b207ac207953a0508ca755dec623,1,1,1.0
a4dd83e0299c88a450cf07427119c4a4,1,1,1.0
703d4c3c2da25db1db43cd8a42d7b911,1,1,1.0
f8e8f5b32052ad5140c506a966effc5c,1,1,1.0
bba083a83c8b5525161cb3bd5ac6a990,1,1,1.0
b876d5e7a3f64fc2719dcf5a77303da8,1,1,1.0
a22ef10dd7dc76ce21bdd65dfc49f122,1,1,1.0
0554e81b2824a40977606cfb82205a1a,1,1,1.0
444632ca7acf201a46a708e7f1168da6,1,1,1.0
48de6cc1e41282db33e52198b097a789,1,1,1.0
558c71fa94bce1f664e32869893579db,1,1,1.0
71448a0886761c6a3a3d3e35949ceaa6,1,1,1.0
df4dba65c622957d37dc5f112e099d20,1,1,1.0
7530fd46f549a15191fabbebf597e20b,1,1,1.0
4a61bdcc87f44fa86696a5a7b07101a3,1,1,1.0
a2607dab406e005d5c3841f7ab8760c8,1,1,1.0
80d5382bbd1bd1755a3c00e65bfb2199,1,1,1.0
87a38dbdd73ca252c60174e011f645db,1,1,1.0
9ed8b207ac207953a0508ca755dec623,1,1,1.0
bb50834e7a96b95f47185d402d99a1dc,1,1,1.0
90c041ebebdf69cf90ed05fea6a6d350,1,1,1.0
fcd86fefc9a89c8fe8c890c8bf4bd533,1,1,1.0
f939fa0ed42409c82a6bba97874a4db5,1,1,1.0
eb489d9a9b535b5e139a128d747d0309,1,1,1.0
806ca4d1c0eb769257096f164567ff53,1,1,1.0
f65bda3834f435369a7aa2c4a1701f4a,1,1,1.0
d6583c764af7c82ab6b159aabc1ff7e2,1,1,1.0
5245cdcf1377c6d5b7aabe02a9f5ccb1,1,1,1.0
079b025607e296d90feeecccf1767b12,1,1,1.0
211a687465366c64282a2dc0862be4eb,1,1,1.0
819a972ec2b2c9e1746b7c67682bedf2,1,1,1.0
b1f26578b20fad578ac496c3bab06131,1,1,1.0
178d694de9bd1d59fd7430c5ab2a55b7,1,1,1.0
cc040ae655d9bd922e939a79c1889dc4,1,1,1.0
724c7f276079bbebf77c534a468e1728,1,1,1.0
37a0d112aa8d4f40b938a5b681605a97,1,1,1.0
c8f68a4b36af964745081e4bc5ef2e47,1,1,1.0
4b983f74728b1a7efc04fa33fd73c578,1,1,1.0
bfffe2962c173d00d69c58c17660b5de,1,1,1.0
8ee0f92f239c4546be2630c3a5a38995,1,1,1.0
ec999c9b3d76a211d2fb11de47660c1d,1,1,1.0
eb95004f9ef549538ec6cb13658860d8,1,1,1.0
55cccfafc260bf75d27ebceddd631808,1,1,1.0
84604d4915f1cab2ecd2c228cad893aa,1,1,1.0
2d241b7267d18a3b9aee58414851456b,1,1,1.0
454c2113261d02bbed810aec59ddabea,1,1,1.0
4b983f74728b1a7efc04fa33fd73c578,1,1,1.0
26a5c8aa93a5caa4b6899c3b269279a0,1,1,1.0
865b6cbe9e28575d9caa8b2dfbee8130,1,1,1.0
9c48d7255877d234f7201b942999ac28,1,1,1.0
adff09dd919936024014e3f0eda0116f,1,1,1.0
1c07e3647fa6caddd1bb6f0a9691556f,1,1,1.0
0eb1af92b6d8aea7a30a42f473e3041d,1,1,1.0
a3b4e569c31731e860428f644bd49038,1,1,1.0
4e11f8e56b5c334a991495b839819415,1,1,1.0
a7b7a198713456893db03ace1e3a194a,1,1,1.0
90dbaf5d68a0ef707ba48cc71cb27bd1,1,1,1.0
caabf39effcd34a6021fa924849ef4fa,1,1,1.0
7dc9e391e231a01b045480a95a8560a2,1,1,1.0
23e07d33de87bc189aa063cee544858a,1,1,1.0
d3603ac2e8c8f2ef2d109573ab9e4583,1,1,1.0
4b983f74728b1a7efc04fa33fd73c578,1,1,1.0
de20a3b42846fbc1ec5d137b9a5f654c,1,1,1.0
3f649cc6d6ca1a88f9493be26f8e9395,1,1,1.0
4b7927ca03141aba0f052838859ab420,1,1,1.0
feec14eacae4e326ec1f4cc74f17a925,1,1,1.0
ff0ba14787dc2cd65362db505bc41404,1,1,1.0
e827a425f51e572ceb3b364ca9e9bf99,1,1,1.0
1dcd3bb9e3f9c255daea21188ed10aa6,1,1,1.0
fa8b506f776c2ad679387de46eedd197,1,1,1.0
f384f2d7e191cd58d39439414747e93e,1,1,1.0
2b93bdc6c9c41d10eaff63f7a27fa280,1,1,1.0
eb59defc5aa1a3316d628353f06035fa,1,1,1.0
0d70ae3a5e62d6bb95b9ab06255036e3,1,1,1.0
82c40fc8730485580fb159da7376fb5c,1,1,1.0
792e48ebbc86fa17368f1ab6ee49db13,1,1,1.0
c5d8d1c84e49ff8720405381040fc5dd,1,1,1.0
bdd00a99c7708acce617038ca7329102,1,1,1.0
f19a9d7054ab206800c0b852425a4726,1,1,1.0
14cc98fea7979ce8be2497f10789c6e5,1,1,1.0
21b4a1ede6a209976cde28a2118f3490,1,1,1.0
a2e7d740efa8d0ba31f69bdbe9d4e9c0,1,1,1.0
566f97bcf8fd531c203ed6a5e8089817,1,1,1.0
8075d27cbca2310bd389408df464ccc4,1,1,1.0
56022aaf96bdced4d517d0edf2e23074,1,1,1.0
df246db8ae08ba9b817a45eae7b5f25b,1,1,1.0
558c71fa94bce1f664e32869893579db,1,1,1.0
687f5d82ef218993f29c850339e1c6af,1,1,1.0
79c96e236ea9e4cc8a560f3779049d08,1,1,1.0
533a39e79bb7e1d759e5c3804d85d005,1,1,1.0
dd690a438e446658e4151fbbf636521d,1,1,1.0
d28431333088bc77306d45da212cb7cb,1,1,1.0
c4529aff89f19c7e617522f903bf231c,1,1,1.0
e9a9e60eb6bae5e8c7c4c1b74ac0e8f4,1,1,1.0
c432028774483fd81ab8df62f2e5a161,1,1,1.0
41f7b89ed3414ee92cfa5744401a85fe,1,1,1.0
1e17803d22ea89ed2604fe8b53dfc660,1,1,1.0
fcd86fefc9a89c8fe8c890c8bf4bd533,1,1,1.0
3292f0704c5d11e2a5e95590897218d3,1,1,1.0
1e9a67f011923f5a324ac68e1a6577cb,1,1,1.0
6baa041612180c3437191c1b8a71b680,1,1,1.0
f2b1eb3074eccb866d160f60127cb92f,1,1,1.0
f8e8f5b32052ad5140c506a966effc5c,1,1,1.0
59d4a2a7b649924ff3ca4b763cd54baf,1,1,1.0
bb880c344c2f763f2545d16a83d51663,1,1,1.0
b52ba80e804188d4dbc2e39f1c62589d,1,1,1.0
70aa3ff066be00d63ac7c2a159755b29,1,1,1.0
ca62abeecf8c6ad5f72df7c1c1ad1e7f,1,1,1.0
1dcd3bb9e3f9c255daea21188ed10aa6,1,1,1.0
bb8201b3065bc1f08b881a59e2a7feca,1,1,1.0
3a114f52a1243c46d33707ccd2cf5fb7,1,1,1.0
d2ac1b85c357d51c6b7a7d5b35d842cc,1,1,1.0
1dcd3bb9e3f9c255daea21188ed10aa6,1,1,1.0
faf60d1008a80d7e557d762a3988860c,1,1,1.0
36f21cc17a6b4c6e203b3eda888a9789,1,1,1.0
2fc735565904e7dfdc7700c3b11ef2dc,1,1,1.0
612cb2b59607977ea1085ed5eb21a1c4,1,1,1.0
572afcf7813848b2486aa62577f4503a,1,1,1.0
59ba9b3005470e657d1be760e66222ca,1,1,1.0
552d39a365458452541e95701788745c,1,1,1.0
6a11a0ff92e67522fec90384af02792c,1,1,1.0
8075d27cbca2310bd389408df464ccc4,1,1,1.0
f0f15139b756e0512ae001a7e1257e67,1,1,1.0
f11a37dbde4649e4a58f558691021c96,1,1,1.0
01170c016f8dd1fe2f43fb5bf6c43564,1,1,1.0
7fdd60e7f2fcf8aff51d8cb9e46e25a4,1,1,1.0
dc24564379b3d1f12557fbd51d529d89,1,1,1.0
0a86a6812cfc542423aaaa2d188ee493,1,1,1.0
fe62efe11b4cb82e21e69a59ced18cac,1,1,1.0
fcfdcf6674891cc4be0fa9a239350eed,1,1,1.0
787cb59e7e19fd4c0b749f66a6cbc447,1,1,1.0
e39fde64d8a67b1906b8c6502895edbc,1,1,1.0
dfb5dfd7b4b86458e99590853c7a52b5,1,1,1.0
9fec057c00841f8f8d4cf7ca16bfdc2d,1,1,1.0
622161f46b9540cacaa0e6a98b99c1f5,1,1,1.0
946b1ca5f573dd65063478624d2e95e3,1,1,1.0
37a736a704d2de572db217142aa4b92b,1,1,1.0
8c627c3e99ce40aca0cdca76a6f963bf,1,1,1.0
1f33d1968721a0172ee973b39747e412,1,1,1.0
08419e82c2a0f48160a1b68494d58f6c,1,1,1.0
872f508faccdda66098da8c9ff37e613,1,1,1.0
60592e246dc36ab75bc52f9e2c01fdec,1,1,1.0
c5d8d1c84e49ff8720405381040fc5dd,1,1,1.0
a040164f862959cc8b85e5fd636b9831,1,1,1.0
193b185914811432e1e0532a0d767073,1,1,1.0
d8a90bff8ae32c141b8e73e30ac730df,1,1,1.0
142819ccd2370dc6cf371ea91ad0afc0,1,1,1.0
86d4239a622874b4803a940ae83d1b42,1,1,1.0
6a11a0ff92e67522fec90384af02792c,1,1,1.0
dbdcb417fc2d324845d254695dd25b3d,1,1,1.0
846e70114ce0b78f35402908206594b8,1,1,1.0
94e879fc8105350a7f40068b88b738d9,1,1,1.0
8ee0f92f239c4546be2630c3a5a38995,1,1,1.0
ca62abeecf8c6ad5f72df7c1c1ad1e7f,1,1,1.0
33cbb45bf256e3af97b599ba6a9db6ae,1,1,1.0
c78d198abcd0609e2f703dc2618acf09,1,1,1.0
b5520995cab34546dada35921506a1f8,1,1,1.0
9e390c1c0f7258b592fa7e99feaa0cbb,1,1,1.0
38469b842f1f7a36d3ae7d924b31e0ae,1,1,1.0
98de006028be532c63dbaac84ad8bf40,1,1,1.0
a7a9dac0ffc2ad56c66a1b08d53d0e51,1,1,1.0
ef7700ac9ce4e557e38dc371a2578738,1,1,1.0
366980d4fa51efc8e2e21ff9298e9d65,1,1,1.0
78e54b326594401c732fc2ace4e40636,1,1,1.0
ce687bf801210b1d1e094f0a0c9fd4cc,1,1,1.0
3730122b9b4cf6dc27a5e6aa1d710a6a,1,1,1.0
453d38b7237750949a1d0d4dfafb4143,1,1,1.0
782d072e7b10d8447b4f8b2dd23cab7c,1,1,1.0
86d4465c867fa313996e82950cb1bb83,1,1,1.0
b876d5e7a3f64fc2719dcf5a77303da8,1,1,1.0
b1eac2c0018a1aa3e1ee5c74f7061bea,1,1,1.0
89edf29509fb32cb49de11bf93988c71,1,1,1.0
6cc3ee33510248bf292948e55f31f309,1,1,1.0
